"Country Name","Country Code","Year","average_value_Armed forces personnel (% of total labor force)","average_value_Armed forces personnel, total","average_value_Arms exports (SIPRI trend indicator values)","average_value_Arms imports (SIPRI trend indicator values)","average_value_Battle-related deaths (number of people)","average_value_CPIA building human resources rating (1=low to 6=high)","average_value_CPIA business regulatory environment rating (1=low to 6=high)","average_value_CPIA debt policy rating (1=low to 6=high)","average_value_CPIA economic management cluster average (1=low to 6=high)","average_value_CPIA efficiency of revenue mobilization rating (1=low to 6=high)","average_value_CPIA equity of public resource use rating (1=low to 6=high)","average_value_CPIA financial sector rating (1=low to 6=high)","average_value_CPIA fiscal policy rating (1=low to 6=high)","average_value_CPIA gender equality rating (1=low to 6=high)","average_value_CPIA macroeconomic management rating (1=low to 6=high)","average_value_CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","average_value_CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","average_value_CPIA property rights and rule-based governance rating (1=low to 6=high)","average_value_CPIA public sector management and institutions cluster average (1=low to 6=high)","average_value_CPIA quality of budgetary and financial management rating (1=low to 6=high)","average_value_CPIA quality of public administration rating (1=low to 6=high)","average_value_CPIA social protection rating (1=low to 6=high)","average_value_CPIA structural policies cluster average (1=low to 6=high)","average_value_CPIA trade rating (1=low to 6=high)","average_value_CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","average_value_Expense (% of GDP)","average_value_IDA resource allocation index (1=low to 6=high)","average_value_Intentional homicides (per 100,000 people)","average_value_Intentional homicides, female (per 100,000 female)","average_value_Intentional homicides, male (per 100,000 male)","average_value_Internally displaced persons, new displacement associated with conflict and violence (number of cases)","average_value_Internally displaced persons, new displacement associated with disasters (number of cases)","average_value_Internally displaced persons, total displaced by conflict and violence (number of people)","average_value_Methodology assessment of statistical capacity (scale 0 - 100)","average_value_Military expenditure (% of GDP)","average_value_Military expenditure (% of general government expenditure)","average_value_Military expenditure (current USD)","average_value_Other expense (% of expense)","average_value_Periodicity and timeliness assessment of statistical capacity (scale 0 - 100)","average_value_Proportion of seats held by women in national parliaments (%)","average_value_Public credit registry coverage (% of adults)","average_value_Source data assessment of statistical capacity (scale 0 - 100)","average_value_Statistical Capacity score (Overall average)","average_value_Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100)","average_value_Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100)","average_value_Strength of legal rights index (0=weak to 12=strong)","average_value_Subsidies and other transfers (% of expense)","average_value_Tax payments (number)","average_value_Time to prepare and pay taxes (hours)","average_value_Total tax and contribution rate (% of profit)"
"Bermuda","BMU","1992","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.621349936","3.0932967111","0","","","","","","","","","","","","","","","","","","","",""
"Bermuda","BMU","2007","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6230660174","","","","","","","","","","","","","","","","20","16.16875","","","","",""
"Bhutan","BTN","1990","","","","","","","","","","","","","","","","","","","","","","","","","","21.4239137889248","","3.7678904147","","","","","","","","","","0.982300064868872","","","","","","","","","4.20720971179687","","",""
"Botswana","BWA","2003","1.62621269003457","10500","","10000000","","","","","","","","","","","","","","","","","","","","","","","","17.989064724","","","","","","","4.00736658870518","9.1545834357336","301014357.778797","","","17.0212765957447","","","","","","","","","",""
"Central African Republic","CAF","1990","0.347967997383281","4000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"China","CHN","1979","","","560000000","12000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cameroon","CMR","1996","0.353196395415031","22100","","4000000","56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.22483788338251","","116936303.640686","","","","","","","","","","","","",""
"Cameroon","CMR","1968","","","","3000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cayman Islands","CYM","2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2171969498","0","","","","","","","","","","","","","","","20","16.00625","","","","",""
"Denmark","DNK","1960","","","20000000","109000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.72887755602413","","161137605.434377","","","","","","","","","","","","",""
"Algeria","DZA","2017","2.54331640918062","317000","","1128000000","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","5.92438332688534","15.3556750789207","10073364021.3013","","83.3333","25.7575757575758","2.9","40","61.1111","70","55.38125","2","","27","265","66.1"
"Early-demographic dividend","EAR","1989","","6848000","","10082000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.52943242584002","","72292411205.1208","","","","","","","","","","","","",""
"Euro area","EMU","2017","0.878240686862256","1445000","7142000000","1274000000","","","","","","","","","","","","","","","","","","","","","","37.8038975230133","","","","","","33082","","","1.33823804603937","2.83656504807021","168419828258.339","5.15707680457907","","31.2130849613812","34.0578947368421","","","","","4.63157894736842","54.921172793257","11","148.25","42.4842105263158"
"Eritrea","ERI","1994","5.91954796179201","55000","","18000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7159420289855","32.6171003717472","80198311.2103967","","","","","","","","","","","","",""
"Spain","ESP","1996","1.67740550823604","282300","111000000","425000000","","","","","","","","","","","","","","","","","","","","","","","","0.9947640332","","","","","","","1.81443901615473","4.10163677910876","11294316854.7562","","","","","","","","","","","","",""
"European Union","EUU","1960","","","2028000000","6828000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.81686501491278","","13521896338.0659","","","","","","","","","","","","",""
"Fragile and conflict affected situations","FCS","1970","","","","2164000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.13371345118005","","2314736533.6778","","","","","","","","","","","","",""
"Finland","FIN","1996","1.46498562279387","36000","9000000","553000000","","","","","","","","","","","","","","","","","","","","","","44.9046364233026","","2.9784013343","1.742477735","4.2792004488","","","","","1.53047227121301","2.61878415987661","2021797095.44643","4.25474181795984","","","","","","","","","50.283595113438","","",""
"Micronesia, Fed. Sts.","FSM","1999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","",""
"Gabon","GAB","2002","1.84868384746979","6700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.78317027682097","6.93237988601487","94693165.4490465","","","9.2436974789916","","","","","","","","","",""
"Gabon","GAB","1972","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.55023041474654","","6673861.63442157","","","","","","","","","","","","",""
"Ghana","GHA","1996","0.194974341376675","14500","","7000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.393540835416214","2.14923076923077","44417812.6165567","","","","","","","","","","","","",""
"Guinea","GIN","2017","0.312968926759734","13000","","2000000","","4","3","3","3.5","3.5","3","2.5","3.5","3","4","3.3","3.5","2.5","2.9","3","3","3","3","3.5","2.5","","3.175","","","","","710","","30","1.76812250574436","10.1748250094139","181637775.870545","","86.6667","21.9298245614035","0","40","52.2222333333333","70","52.8625","6","","33","400","61.4"
"Honduras","HND","1969","","","","19000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.06824925816024","","7200000","","","","","","","","","","","","",""
"Heavily indebted poor countries (HIPC)","HPC","2006","","","","","","3.27027027027027","3.06756756756757","3.09459459459459","3.36216216216216","3.33783783783784","3.28378378378378","2.98648648648649","3.39189189189189","3.22972972972973","3.59459459459459","3.11944444444444","2.95945945945946","2.77027027027027","2.97567567567568","3.12162162162162","2.85135135135135","2.94444444444444","3.28378378378378","3.81081081081081","2.75675675675676","","3.18941441441441","","","","","","","40","1.731932617837","8.35223222697915","4885281803.37651","","77.87037","17.1120558761008","1.57894736842105","48.8888888888889","55.5864196296296","","","","","42.5263157894737","344.684210526316","82.2289473684211"
"Croatia","HRV","1990","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8682870046","1.7604230131","4.045393243","","","","","","","","","","","","","","","","","","","",""
"Iran, Islamic Rep.","IRN","1971","","","6000000","1768000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.04701247800352","","402310231.023102","","","","","","","","","","","","",""
"Israel","ISR","1963","","","","396000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.7535741158766","","259250864.169547","","","","","","","","","","","","",""
"Jamaica","JAM","2000","0.248920514701246","3000","","","","","","","","","","","","","","","","","","","","","","","","24.7438310311065","","33.412463489","","","","","","","0.486319761296974","1.7973616269807","43566232.4912703","","","13.3333333333333","","","","","","","","","",""
"Jamaica","JAM","2016","0.273291719191721","3950","","22000000","","","","","","","","","","","","","","","","","","","","","","26.2014254567836","","46.589375558","9.2318738994","84.423135125","","3500","","80","0.954824791537478","3.34044890693664","137649061.819234","","73.3333","17.4603174603175","0","80","77.7777666666667","80","62.41875","9","","12","272","33.1"
"Kenya","KEN","1977","","","","58000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.74017554053641","","147766705.007878","","","","","","","","","","","","",""
"Kuwait","KWT","2007","1.82704841916621","23000","","288000000","","","","","","","","","","","","","","","","","","","","","","","","2.3562055666","1.1547077435","3.2086247834","","","","","3.59033777873268","11.9362244897959","4115736733.58807","","","1.53846153846154","10.9","","","40","41.425","","","12","98","10.7"
"Lao PDR","LAO","1972","","","","14000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20254568.1282978","","","","","","","","","","","","",""
"Sri Lanka","LKA","1972","","","","47000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.18580704400866","","30283133.9023704","","","","","","","","","","","","",""
"Sri Lanka","LKA","1987","","","","110000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.39314670882408","","226699541.853033","","","","","","","","","","","","",""
"Late-demographic dividend","LTE","1966","","","938000000","4362000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latvia","LVA","2014","0.527788932136879","5310","","5000000","","","","","","","","","","","","","","","","","","","","","","44.6931375541388","","3.1664044488","3.3391093839","2.9621287215","","","","","0.943935283559811","2.49608062709966","295728965.265711","14.937908254407","","18","76.8","","","60","47.025","9","52.8454750749941","7","193","35"
"Morocco","MAR","1978","","","6000000","419000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.83680870353581","","772559381.952495","","","","","","","","","","","","",""
"Morocco","MAR","1976","","","","216000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.22043404047793","","577239433.305199","","","","","","","","","","","","",""
"Middle East & North Africa","MEA","1998","4.49310288252168","3904350","","6604000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.80656690163033","","52641219680.3935","","","3.60421625297518","","","","","","","","","",""
"Middle East & North Africa","MEA","1975","","","","13115000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16109376812.447","","","","","","","","","","","","",""
"Mexico","MEX","1970","","","","82000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.497411658789106","","176800000","","","","","","","","","","","","",""
"Mali","MLI","1979","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.96610169491525","","36197478.3990372","","","","","","","","","","","","",""
"Malawi","MWI","1973","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.06043956043956","","4711557.47489814","","","","","","","","","","","","",""
"Malaysia","MYS","1972","","","","112000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9789029535865","","251103008.980125","","","","","","","","","","","","",""
"Nicaragua","NIC","1975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.74609414281405","","18537929.9635065","","","","","","","","","","","","",""
"Palau","PLW","2016","","","","","","","","","","","","","","","","","","","","","","","","","","41.8512197822598","","0","","","","","","40","","","","30.0203559762066","56.6666","12.5","0","50","48.8888666666667","10","42.78125","10","15.4580238511465","11","142","75.5"
"Post-demographic dividend","PST","1963","","","13100000000","11346000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.60068439563192","","76965670671.3368","","","","","","","","","","","","",""
"Post-demographic dividend","PST","1992","1.46688892522017","6829000","20064000000","11226000000","","","","","","","","","","","","","","","","","","","","","","29.1402762945369","","","","","","","","","2.91269280160696","","592832237049.242","1.36763954079181","","","","","","","","","63.543816480909","","",""
"Qatar","QAT","1998","3.73074162717245","11800","","300000000","","","","","","","","","","","","","","","","","","","","","","","","0.36260393135","","","","","","","","","","","","","","","","","","","","","",""
"South Asia","SAS","2009","0.73210986685673","4404137","27000000","3419000000","24485","3.75","3.5","3.625","3.5","3.5","3.6875","3.25","3.3125","3.4375","3.5625","3.5125","3.4375","3","3.2375","3.4375","3.1875","3.25","3.39583333333333","3.4375","3.0625","16.7399494489751","3.41145833333333","","","","3323000","7139000","2913000","58.3333333333333","3.00438895329237","11.085998080732","47239315908.3382","5.86569568855733","73.88889","20.0495049504951","3.54","75","69.0740744444444","","","","27.6821862085705","26.6","194","35.32"
"Serbia","SRB","2014","0.901438073926248","28150","10000000","","","","","","","","","","","","","","","","","","","","","","","42.6948660815344","","1.3485746241","0.83766808196","1.8799229048","","33000","97000","80","1.94076876426342","4.33129400872517","913368512.844769","4.64422724196502","97","34","0","100","92.3333333333333","60","68.03125","6","65.3274907631242","67","279","35.6"
