"Country Name","Country Code","Year","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","GINI index (World Bank estimate)","Income share held by fourth 20%","Income share held by highest 10%","Income share held by highest 20%","Income share held by lowest 10%","Income share held by lowest 20%","Income share held by second 20%","Income share held by third 20%","Population living in slums (% of urban population)","Poverty gap at $1.90 a day (2011 PPP) (%)","Poverty gap at $3.20 a day (2011 PPP) (%)","Poverty gap at $5.50 a day (2011 PPP) (%)","Poverty gap at national poverty lines (%)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)","Poverty headcount ratio at national poverty lines (% of population)","Rural poverty gap at national poverty lines (%)","Rural poverty headcount ratio at national poverty lines (% of rural population)","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)","Survey mean consumption or income per capita, total population (2011 PPP $ per day)","Urban poverty gap at national poverty lines (%)","Urban poverty headcount ratio at national poverty lines (% of urban population)"
"Latin America & Caribbean","LCN","2015","0","0","0","0","0","0","0","0","0","0","0","1.5","3.8","10","0","4.1","10.8","26.4","0","0","0","0","0","0","0"
"Mongolia","MNG","2014","0","0","32","22.3","25.5","40.3","3.3","8.1","12.6","16.7","42.7","0","0.5","4.5","5.2","0.2","3.2","18.7","21.6","5.8","26.4","0","0","4.9","18.8"
"Poland","POL","2002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.6","0","0","0","0","0","0"
"Thailand","THA","2013","0","0","37.8","22.1","29.2","45.1","2.9","6.9","10.8","15.1","0","0","0.1","2.3","0","0","1.1","11.6","10.9","0","13.9","0","0","0","7.7"
"Venezuela, RB","VEN","2011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27.4","0","0","0","0","0","0"
"Costa Rica","CRI","2010","0","0","48.2","20.4","37.1","53.8","1.6","4.4","8.5","12.9","0","0.7","1.4","4.3","7.9","1.5","4","12.9","21.2","11.3","27.4","0","0","6.7","19"
"Guatemala","GTM","2009","0","0","0","0","0","0","0","0","0","0","38.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Low & middle income","LMY","1999","0","0","0","0","0","0","0","0","0","0","0","11.5","27.1","46.3","0","34.8","61.6","81.1","0","0","0","0","0","0","0"
"Moldova","MDA","2012","0","0","29.2","22.3","23.6","38.4","3.8","9","13.2","17.1","0","0","0.6","5.5","2.9","0.3","3.4","24.6","16.6","4.1","22.8","0","0","1.3","8.2"
"Niger","NER","2014","-0.06","3.26","34.3","22","27","42.4","3.2","7.8","11.8","16","70.1","13.5","33.6","55.9","0","44.5","76.9","93.4","44.5","0","0","1.27","2.59","0","0"
"El Salvador","SLV","2008","0","0","46.9","20.8","36.1","52.5","1.7","4.6","8.8","13.3","0","1.8","6.3","16.9","0","6.7","19.6","43.4","40","0","49","0","0","0","35.7"
"South Africa","ZAF","2009","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Belgium","BEL","2007","0","0","29.2","22.3","23.5","38","3.4","8.6","13.6","17.4","0","0","0.1","0.2","0","0.2","0.2","0.2","0","0","0","0","0","0","0"
"Germany","DEU","2010","0","0","30.2","22.6","24","38.8","3.4","8.4","13.1","17.1","0","0","0","0.1","0","0","0.2","0.2","0","0","0","28.13","52.31","0","0"
"East Asia & Pacific","EAS","1996","0","0","0","0","0","0","0","0","0","0","0","13","31.2","52.4","0","41.1","70.6","89.3","0","0","0","0","0","0","0"
"Netherlands","NLD","2011","0","0","27.7","22.5","22.6","37","3.6","9.1","13.8","17.6","0","0","0.1","0.1","0","0","0.2","0.2","0","0","0","0","0","0","0"
"Armenia","ARM","2008","0","0","29.2","22.4","23.7","38.4","3.9","9.1","13.1","17","0","0.3","2.7","16.2","5.1","1.4","13.6","53.5","27.6","4.7","27.5","0","0","5.3","27.6"
"China","CHN","1993","0","0","0","0","0","0","0","0","0","0","0","20.6","41.7","62.6","0","57","83.5","96.3","0","0","0","0","0","0","0"
"Ecuador","ECU","1999","0","0","58.6","17.7","47.9","62.5","0.7","2.6","6.5","10.7","0","9.8","18.6","33","0","21.8","40.2","63.4","0","0","0","0","0","0","0"
"Ireland","IRL","2014","0","0","31.9","22.5","24.9","40.1","3.1","7.9","12.8","16.7","0","0.3","0.4","0.5","0","0.5","0.5","1","0","0","0","0","0","0","0"
"Ireland","IRL","2004","0","0","33.6","22.3","26.6","41.3","3","7.6","12.4","16.4","0","0","0","0.1","0","0","0","0.2","0","0","0","0","0","0","0"
"Mexico","MEX","1994","0","0","50.3","19.6","39.8","55.8","1.6","4.2","8","12.4","0","1.7","6.5","17.4","0","6.6","20.5","43.5","0","0","0","0","0","0","0"
"Macedonia, FYR","MKD","2010","0","0","40.2","24.4","27.1","44","0.8","3.7","10.9","16.9","0","5.9","9.2","15.6","0","10","17.4","32","27","0","0","0","0","0","0"
"Mozambique","MOZ","2007","0","0","0","0","0","0","0","0","0","0","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pakistan","PAK","2009","0","0","0","0","0","0","0","0","0","0","46.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Uruguay","URY","2009","0","0","45.6","21.4","34.7","51.1","1.9","4.8","8.9","13.8","0","0","0.4","2.5","4.3","0.2","1.8","9.9","21","1.5","9.1","0","0","4.5","21.5"
"Argentina","ARG","2013","0","0","41","23.5","29.3","46","1.8","5","10","15.5","0","0.3","0.8","2.6","0","0.8","2.4","8.3","0","0","0","0","0","0","4.7"
"Belarus","BLR","2012","0","0","26.5","22.5","21.8","36.1","4","9.5","14","17.9","0","0","0","0.2","0","0","0.1","1.1","6.3","0","9.4","0","0","0","5.2"
"Latin America & Caribbean (excluding high income)","LAC","2005","0","0","0","0","0","0","0","0","0","0","25.98073107682","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lao PDR","LAO","1997","0","0","34.9","20.7","29.1","43.7","3.4","8.1","12","15.5","0","15.7","38.2","60","10.3","52.4","82.5","94.9","39.1","11.4","42.5","0","0","4.9","22.1"
"Thailand","THA","2002","0","0","41.9","20.9","33.2","48.9","2.6","6.3","9.9","14","0","0.2","2.4","12.6","0","1.1","12.1","40.1","32.4","0","40.2","0","0","0","17"
"Uganda","UGA","1995","0","0","0","0","0","0","0","0","0","0","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Afghanistan","AFG","2007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.9","0","0","0","36.3","8.3","38.2","0","0","6.1","28.9"
"Fragile and conflict affected situations","FCS","1993","0","0","0","0","0","0","0","0","0","0","0","31.5","46","61.5","0","58.2","74.9","88.6","0","0","0","0","0","0","0"
"Finland","FIN","2012","0","0","27.1","22.5","22.3","36.7","3.9","9.4","14","17.5","0","0","0","0.1","0","0","0","0.2","0","0","0","0","0","0","0"
"France","FRA","2015","0.74","0.21","32.7","21.7","26.6","40.9","3.1","7.9","12.8","16.7","0","0","0.1","0.2","0","0","0.2","0.2","0","0","0","27.4","53.23","0","0"
"India","IND","2007","0","0","0","0","0","0","0","0","0","0","32.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Middle East & North Africa","MEA","2015","0","0","0","0","0","0","0","0","0","0","0","1.3","4.9","15.2","0","5","16.3","42.5","0","0","0","0","0","0","0"
"Chad","TCD","2009","0","0","0","0","0","0","0","0","0","0","89.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vanuatu","VUT","2010","0","0","37.6","21.8","29.4","44.8","2.7","6.7","11.1","15.5","0","3.3","12.7","31.7","0","13.2","39.5","72.4","12.7","0","0","0","0","0","0"
"Argentina","ARG","2016","0.15","0","42.4","22.7","30.9","47.6","1.8","5","9.6","15","0","0.3","0.7","2.4","0","0.6","2.4","7.8","30.3","0","0","8.51","23.26","0","0"
"Argentina","ARG","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.7","0","0","0","0","0","0"
"Armenia","ARM","1999","0","0","36.2","21.2","29.6","44.2","3","7.6","11.6","15.4","0","4.1","16.9","39.3","0","16.9","52.5","83.2","0","0","0","0","0","0","0"
"Greece","GRC","2008","0","0","33.6","22.5","26","40.9","2.7","7.1","12.5","16.9","0","0.2","0.3","0.5","0","0.5","0.5","1.2","0","0","0","0","0","0","0"
"Moldova","MDA","2005","0","0","36.3","21.9","28.5","43.7","2.9","7","11.5","15.9","0","3.3","13","32.4","0","14","40.4","74.4","29","0","0","0","0","0","0"
"Norway","NOR","2013","0","0","26.4","22.9","21.3","35.7","3.7","9.3","14.2","17.9","0","0","0.1","0.2","0","0","0.2","0.2","0","0","0","0","0","0","0"
"Poland","POL","2009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.6","0","0","0","0","0","0"
"Senegal","SEN","2009","0","0","0","0","0","0","0","0","0","0","38.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kosovo","XKX","2010","0","0","33.3","22.4","25.7","41.5","3.2","7.8","12.1","16.2","0","0.3","2.8","13.9","0","2.2","13.5","45.3","0","0","0","0","0","0","0"
"Costa Rica","CRI","2000","0","0","47.4","21.5","35.7","52.1","1.1","3.9","8.9","13.7","0","3.2","5.9","12.5","0","6.5","13.7","30","0","0","0","0","0","0","0"
"Czech Republic","CZE","2012","0","0","26.1","21.9","22.1","36.1","3.9","9.6","14.5","17.9","0","0","0.1","0.2","0","0","0.2","0.7","8.6","0","0","0","0","0","0"
"Fragile and conflict affected situations","FCS","2013","0","0","0","0","0","0","0","0","0","0","0","14.6","27.3","44.8","0","34.4","56.1","79","0","0","0","0","0","0","0"
"IDA total","IDA","2008","0","0","0","0","0","0","0","0","0","0","0","14.1","30.1","50.7","0","37.6","66.9","87.5","0","0","0","0","0","0","0"
"IDA blend","IDB","2014","0","0","0","0","0","0","0","0","0","0","47.2240885450905","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sri Lanka","LKA","1985","0","0","32.5","21.8","26.4","41.1","3.6","8.3","12.4","16.4","0","2.6","13.3","35.5","0","13.3","45.4","81","0","0","0","0","0","0","0"
"Nepal","NPL","1990","0","0","0","0","0","0","0","0","0","0","141.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Poland","POL","2005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.1","0","0","0","0","0","0"
"South Asia","SAS","2007","0","0","0","0","0","0","0","0","0","0","37.2832802606201","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Burkina Faso","BFA","2009","0","0","39.8","20.9","32","47.1","2.7","6.7","10.7","14.7","0","19.9","40.6","61","15.1","55.3","81.5","94.2","46.7","17.5","52.8","1.04","2.39","6.8","25.2"
"Germany","DEU","2006","0","0","31.3","22.3","24.9","39.8","3.4","8.3","12.8","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Guinea-Bissau","GNB","2014","0","0","0","0","0","0","0","0","0","0","82.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IDA total","IDA","2011","0","0","0","0","0","0","0","0","0","0","0","12.6","27.8","48.3","0","34.2","63.5","85.9","0","0","0","0","0","0","0"
"Iran, Islamic Rep.","IRN","2013","0","0","37.4","22","29","44.6","2.7","6.8","11.1","15.5","0","0","0.2","1.9","0","0.1","1.2","8.1","0","0","0","0","0","0","0"
"Mexico","MEX","2008","0","0","44.6","20.6","35.2","50.7","2","5.3","9.6","13.9","0","1","4.1","13","0","4.1","13.8","37.5","44.4","0","63.1","0","0","0","44.8"
"Montenegro","MNE","2014","-2.73","-2.27","31.9","22.1","25.7","40.5","3.5","8.5","12.3","16.6","0","0","0.1","1.1","0","0","0.8","4.8","0","0","0","7.52","14.51","0","0"
"Montenegro","MNE","2011","0","0","30.8","22.3","24.7","39.3","3.3","8.2","13.1","17","0","0.1","0.3","1.4","2","0.2","1","6.6","9.3","3.8","18.4","0","0","1","4.4"
"Namibia","NAM","1990","0","0","0","0","0","0","0","0","0","0","68.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thailand","THA","2015","5.03","3.04","36","21.9","28.4","43.8","3.2","7.5","11.3","15.5","0","0","0.1","1.2","0","0","0.5","7.1","7.2","0","0","7.24","15.43","0","0"
"Turkey","TUR","2007","0","0","38.4","22.7","28.2","44.7","2.1","5.8","11","15.8","14.1","0.2","1.6","6.5","0","1.4","6.7","19.8","8.4","0","17.6","0","0","0","4.4"
"Ukraine","UKR","2014","0","0","24","22.4","20.6","34.6","4.5","10.5","14.6","18","0","0","0","0.5","0","0","0.1","3.6","8.6","0","0","0","0","0","0"
"Estonia","EST","2014","0","0","34.6","22.6","26.2","42.1","2.4","7","12.3","16.1","0","0.5","0.7","1.4","0","0.7","1.2","3.2","0","0","0","0","0","0","0"
"Jamaica","JAM","2008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.3","0","0","0","0","0","0"
"Kyrgyz Republic","KGZ","2012","0","0","27.4","21.9","23.1","37.3","4","9.6","13.9","17.3","0","0.7","4.7","22.5","7.7","2.9","21.5","69.2","38","7.9","39.6","0","0","7.3","35.4"
"Peru","PER","1995","0","0","0","0","0","0","0","0","0","0","56.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Uruguay","URY","2003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.6","39.4"
"Armenia","ARM","2015","0","0","32.4","21.8","26.7","40.7","3.4","8.2","12.6","16.7","0","0.4","3","14.8","0","1.9","13.5","48.3","29.8","0","0","0","0","0","0"
"Switzerland","CHE","2007","0","0","34.3","22.5","26.7","41.7","2.9","7.4","12","16.4","0","0","0","0.1","0","0","0","0.2","0","0","0","0","0","0","0"
"France","FRA","2006","0","0","29.7","22.7","23.5","38.3","3.4","8.5","13.2","17.3","0","0","0","0.1","0","0","0","0.2","0","0","0","0","0","0","0"
"Georgia","GEO","2016","6.44","4.32","36.5","22.2","28.1","43.6","2.6","6.7","11.5","16","0","1","4.6","15.8","0","4.2","17.1","45.5","22","0","0","3.36","7.38","0","0"
"Luxembourg","LUX","2012","0","0","34.3","22.7","26.3","41.7","3","7.4","11.8","16.5","0","0","0","0.1","0","0","0.2","0.2","0","0","0","0","0","0","0"
"Nepal","NPL","2000","0","0","0","0","0","0","0","0","0","0","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Burkina Faso","BFA","2014","5.84","2.93","35.3","20.6","29.6","44.3","3.6","8.3","11.7","15","65.8","11.1","32.2","54.9","9.7","43.7","76.4","92.3","40.1","11.6","47.5","1.38","2.76","2.9","13.7"
"Bulgaria","BGR","2008","0","0","33.6","22.6","25.6","41","2.4","6.9","12.6","16.9","0","0.4","1","3","0","1.2","3.2","8.5","21.8","0","0","0","0","0","0"
"Cote d'Ivoire","CIV","1988","0","0","36.9","22.5","28.3","43.9","2.7","6.8","11.3","15.5","0","2.6","10.5","28.3","0","10.7","34.5","67.3","0","0","0","0","0","0","0"
"Finland","FIN","2015","0.53","0.17","27.1","22.4","22.4","36.7","3.9","9.4","14","17.5","0","0","0","0.1","0","0","0","0.2","0","0","0","28.89","49.36","0","0"
"Ghana","GHA","1988","0","0","36","22.1","28.1","43.4","2.9","7","11.5","16","0","13.8","32.7","55.1","0","42.3","74.8","92.8","0","0","0","0","0","0","0"
"IDA total","IDA","2010","0","0","0","0","0","0","0","0","0","0","0","13.2","28.7","49.2","0","35.4","64.7","86.5","0","0","0","0","0","0","0"
"Indonesia","IDN","2004","0","0","0","0","0","0","0","0","0","0","0","5.2","21.5","45.5","3","23.9","63","88.6","16.7","3.6","20.1","0","0","2.3","12.1"
"Ireland","IRL","2003","0","0","32.9","22.3","25.9","40.8","3.1","7.7","12.5","16.7","0","0","0.1","0.2","0","0.2","0.2","0.2","0","0","0","0","0","0","0"
"Iran, Islamic Rep.","IRN","1990","0","0","87.2","42.8","67","98.8","4.2","10.4","19.2","28.8","103.8","2.8","11.4","32.4","0","11.2","37.4","84.4","0","0","0","0","0","0","0"
"Peru","PER","1997","0","0","53.7","20.3","41.2","57.5","0.9","2.9","7.1","12.2","0","7.2","14.7","26.8","0","17.9","32.8","53.6","0","0","0","0","0","0","0"
"Sweden","SWE","2005","0","0","26.8","23.1","21","35.6","3.2","8.7","14.4","18.2","0","0.8","0.9","1.1","0","0.9","1.2","1.7","0","0","0","0","0","0","0"
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2014","0","0","0","0","0","0","0","0","0","0","55.257657510466","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zambia","ZMB","1998","0","0","49.1","20.5","38.2","54.2","1.6","4.3","8.1","12.8","0","16.8","32.3","50.7","0","42.1","65.6","84.5","0","0","0","0","0","0","0"
"Bangladesh","BGD","1988","0","0","28.8","21.6","24.6","38.6","4.2","9.4","13.4","17","0","9.1","30.5","55.4","0","37.8","79.5","95.5","0","0","0","0","0","0","0"
"Gabon","GAB","2005","0","0","42.2","21.1","33.1","48.7","2.3","5.8","10.1","14.4","38.7","1.8","7.8","22.1","10","8","25.8","56.1","32.7","16","44.6","0","0","8.5","29.8"
"Ghana","GHA","1998","0","0","40.1","22.7","29.6","46.2","2.2","5.8","10.3","15","0","12.3","28.1","48.2","0","35.7","63.3","85.4","0","0","0","0","0","0","0"
"Heavily indebted poor countries (HIPC)","HPC","2009","0","0","0","0","0","0","0","0","0","0","62.2144029709966","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Indonesia","IDN","2011","0","0","0","0","0","0","0","0","0","0","0","2.3","13.7","33.8","2.1","13.3","45","74.4","12.5","2.6","15.7","0","0","1.5","9.2"
"Iran, Islamic Rep.","IRN","1986","0","0","47.4","20.7","36.9","52.7","1.8","4.6","8.6","13.4","0","1.6","6.4","17","0","6.8","20.4","42.7","0","0","0","0","0","0","0"
"Least developed countries: UN classification","LDC","2005","0","0","0","0","0","0","0","0","0","0","70.1854129179653","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pakistan","PAK","2001","0","0","30.4","21.1","26.2","40.1","4.1","9.4","13","16.3","0","5.8","25.1","50.5","0","28.6","72.4","93.1","64.3","0","0","0","0","0","0"
"Senegal","SEN","1995","0","0","0","0","0","0","0","0","0","0","59.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Slovak Republic","SVK","2007","0","0","24.7","22.3","20.7","34.5","3.6","9.5","15.1","18.5","0","0.2","0.3","0.8","0","0.2","0.9","2","10.9","0","0","0","0","0","0"
"Upper middle income","UMC","2014","0","0","0","0","0","0","0","0","0","0","23.2354231987546","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Argentina","ARG","2009","0","0","43.9","23.2","31.1","48.2","1.3","4","9.3","15.1","20.8","1.1","2.3","5.5","0","2.6","6","13.8","0","0","0","0","0","0","13.2"
"Djibouti","DJI","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.1","0","0","0","0","0","0"
"Guinea-Bissau","GNB","2002","0","0","35.6","22","28.1","43.2","2.9","7.2","11.8","15.8","0","18.6","39.7","61.1","25","53.9","82.6","95.8","64.7","27.8","69.7","0","0","16.9","51.6"
"Guatemala","GTM","2000","0","0","54.2","18.4","44","59.2","1.2","3.5","7.4","11.5","48.1","3.3","8.3","19","0","9.2","22.2","44.8","56","0","74.5","0","0","0","27.1"
"Paraguay","PRY","2003","0","0","54.9","18.7","44.1","59.4","1.2","3.4","7.1","11.4","0","2.7","7.3","17","0","8.3","19.6","40.5","51.4","0","0","0","0","0","0"
"Venezuela, RB","VEN","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.1","0","0","0","0","0","0"
"Australia","AUS","2001","0","0","33.5","23.1","25.1","40.9","2.7","7.4","12.1","16.5","0","0.6","0.7","0.9","0","0.7","1","1.5","0","0","0","0","0","0","0"
"Bulgaria","BGR","2012","0","0","36","22.4","27.4","42.7","2","6.2","12.2","16.6","0","0.8","1.8","4.3","0","2","5","11","21","0","0","0","0","0","0"
"Canada","CAN","1998","0","0","33.2","22.8","25.3","40.5","2.7","7.1","12.6","17","0","0.2","0.3","0.5","0","0.5","0.5","1","0","0","0","0","0","0","0"
"Comoros","COM","2007","0","0","0","0","0","0","0","0","0","0","68.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ecuador","ECU","1994","0","0","53.4","19.1","42.5","57.9","0.9","3.2","7.7","12","0","7.7","15.2","29.3","0","17.1","34.7","60.7","0","0","0","0","0","0","0"
"Spain","ESP","2006","0","0","33.5","23.2","24.9","40.4","2.3","6.7","12.5","17.2","0","0.6","0.7","1.1","0","0.7","1.2","2.2","0","0","0","0","0","0","0"
"Ethiopia","ETH","1990","0","0","0","0","0","0","0","0","0","0","191","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Guyana","GUY","2007","0","0","0","0","0","0","0","0","0","0","33.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mexico","MEX","1992","0","0","49.6","20.3","38.5","54.9","1.5","4.2","8.1","12.6","0","2.2","7","17.9","0","7.7","20.7","43.7","0","0","0","0","0","0","0"
"Malawi","MWI","2004","0","0","39.9","20.3","32.8","47.5","2.9","6.9","10.7","14.5","0","31","52.3","70","17.8","72.8","90.4","97","52.4","19.2","55.9","0","0","7.1","25.4"
"Peru","PER","2016","3.08","2.18","43.8","22","32.7","48.9","1.6","4.6","9.7","14.8","0","0.9","3.2","9","0","3.5","10","24.3","20.7","0","0","4.79","13.41","0","0"
"West Bank and Gaza","PSE","2011","0","0","34.4","22","27.2","42.5","3.1","7.7","11.9","15.9","0","0.1","0.6","4.9","6","0.2","3.4","20.7","25.8","3.8","19.4","5.3","10.84","6.3","26.1"
"Sub-Saharan Africa","SSF","2002","0","0","0","0","0","0","0","0","0","0","0","25.5","43.2","61","0","56.4","78.2","90.9","0","0","0","0","0","0","0"
"Seychelles","SYC","2013","0","0","46.8","18.4","39.9","53","1.9","5.4","9.8","13.3","0","0.4","0.9","2.4","12.6","1.1","2.5","6.6","39.3","0","0","0","0","0","0"
"Togo","TGO","2011","0","0","46","21.5","34.5","51.6","1.9","4.8","8.7","13.4","0","23.2","40.6","58.7","24.4","54.2","75.4","90.1","58.7","33.1","73.4","0.89","2.63","10.1","34.6"
"Bolivia","BOL","2004","0","0","55","18.8","43.9","59.5","0.9","3.1","7.2","11.4","0","6","12.3","24.5","31.1","13.7","29.2","53.1","63.1","45.9","77.7","0","0","22.2","54.4"
"Colombia","COL","2000","0","0","58.7","18.1","47","62.2","0.1","1.9","6.7","11","22.3","11","16","27.3","0","16.4","30.7","53.7","0","0","0","0","0","0","0"
"Ecuador","ECU","2009","0","0","48.4","20.8","37.1","53.5","1.4","4.1","8.5","13.1","0","2.5","6.3","15.4","14.4","7.2","17.2","38.2","36","25.5","57.5","0","0","8.8","25"
"Georgia","GEO","2007","0","0","38.3","22.4","28.9","44.6","2.2","6.1","11.1","15.8","0","4","12.1","29","0","13.3","35.2","67","38.8","0","0","0","0","0","0"
"India","IND","1995","0","0","0","0","0","0","0","0","0","0","48.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cambodia","KHM","2014","0","0","0","0","0","0","0","0","0","0","55.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Low & middle income","LMY","2008","0","0","0","0","0","0","0","0","0","0","0","6.4","18","34.9","0","21.8","46.1","68","0","0","0","0","0","0","0"
"Latvia","LVA","2009","0","0","35.9","22.7","26.8","42.6","2","5.9","12.3","16.5","0","1","1.7","3.6","0","1.7","3.7","9.5","20.9","0","0","0","0","0","0"
"Middle East & North Africa","MEA","1996","0","0","0","0","0","0","0","0","0","0","0","1.1","7.3","23.2","0","5.8","28","59.6","0","0","0","0","0","0","0"
