"Country Name","Country Code","Year","Adequacy of social insurance programs (% of total welfare of beneficiary households)","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","Adequacy of social safety net programs (% of total welfare of beneficiary households)","Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits)","Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits)","Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits)","Children in employment, wage workers (% of children in employment, ages 7-14)","Children in employment, wage workers, female (% of female children in employment, ages 7-14)","Children in employment, wage workers, male (% of male children in employment, ages 7-14)","Coverage of social insurance programs (% of population)","Coverage of social insurance programs in 2nd quintile (% of population)","Coverage of social insurance programs in 3rd quintile (% of population)","Coverage of social insurance programs in 4th quintile (% of population)","Coverage of social insurance programs in poorest quintile (% of population)","Coverage of social insurance programs in richest quintile (% of population)","Coverage of social protection and labor programs (% of population)","Coverage of social safety net programs (% of population)","Coverage of social safety net programs in 2nd quintile (% of population)","Coverage of social safety net programs in 3rd quintile (% of population)","Coverage of social safety net programs in 4th quintile (% of population)","Coverage of social safety net programs in poorest quintile (% of population)","Coverage of social safety net programs in richest quintile (% of population)","Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (national estimate)","Employment to population ratio, 15+, male (%) (national estimate)","Employment to population ratio, 15+, total (%) (national estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)","Labor force participation rate for ages 15-24, male (%) (national estimate)","Labor force participation rate for ages 15-24, total (%) (national estimate)","Labor force participation rate, female (% of female population ages 15+) (national estimate)","Labor force participation rate, male (% of male population ages 15+) (national estimate)","Labor force participation rate, total (% of total population ages 15+) (national estimate)","Labor force, female (% of total labor force)","Labor force, total","Part time employment, male (% of total male employment)","Part time employment, total (% of total employment)","Ratio of female to male labor force participation rate (%) (national estimate)","Share of youth not in education, employment or training, female (% of female youth population)","Share of youth not in education, employment or training, male (% of male youth population)","Share of youth not in education, employment or training, total (% of youth population)","Unemployment, female (% of female labor force) (national estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (national estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (national estimate)","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"
"Austria","AUT","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.99300003051758","51.6482009887695","63.752799987793","57.4849014282227","53.9868011474609","62.6133003234863","58.2760009765625","54.1556015014648","67.0973968505859","60.3959999084473","46.1393251301631","4276558","20.3099994659424","32.5699996948242","80.7119263092424","7.67999982833862","7.15999984741211","7.42000007629395","4.63000011444092","4.98199987411499","4.98470020294189","4.82000017166138","4.82000017166138","9.37040042877197","9.49699974060059","9.56540012359619","9.4379997253418","9.47459983825684"
"Azerbaijan","AZE","2004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.6160011291504","42.7299995422363","48.6300010681152","45.6300010681152","0","0","0","43.4199981689453","49.2799987792969","46.2999992370605","49.3819713934927","3829758","0","0","88.1087647006731","0","0","0","0","7.94999980926514","0","8","0","0","21.4020004272461","0","19.8010005950928","0"
"Burundi","BDI","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.338996887207","0","0","0","0","0","0","0","0","0","52.2377937298751","4081386","0","0","0","0","0","0","0","1.97599995136261","0","1.51499998569489","0","0","4.0019998550415","0","2.7590000629425","0"
"Bahamas, The","BHS","1998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.22599995136261","60.2599983215332","70.620002746582","65.2099990844727","52.560001373291","57.1100006103516","54.8400001525879","65.8600006103516","74.0899963378906","69.7900009155273","47.3417821365656","152132","0","0","88.8918934615603","0","0","0","9.97000026702881","5.77299976348877","5.75","7.65000009536743","7.65000009536743","21.7000007629395","10.2969999313354","10.25","15.2889995574951","15.7299995422363"
"Bolivia","BOL","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37.2550010681152","60.1100006103516","84.2099990844727","71.5599975585938","43.939998626709","60.1199989318848","51.5999984741211","59.6100006103516","82.2300033569336","70.3499984741211","42.263014868729","3619879","0","0","72.4917890999032","0","0","0","5.57999992370605","3.6159999370575","3.57999992370605","4.46999979019165","4.46999979019165","10.4300003051758","6.98400020599365","7.01000022888184","8.44900035858154","8.53999996185303"
"Barbados","BRB","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.63499999046326","54.8300018310547","63.6399993896484","58.9199981689453","41.8199996948242","53.2099990844727","47.2000007629395","62","72.0400009155273","66.7099990844727","49.5663013895325","153217","0","0","86.0632970739409","0","0","0","11.7227001190186","11.6840000152588","11.7284002304077","11.5500001907349","11.7081003189087","0","27.4850006103516","0","29.3659992218018","0"
"Botswana","BWA","1994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.2749996185303","39","58.7000007629395","47.7000007629395","41.5","51.0999984741211","46","50.5","73.0999984741211","60.5999984741211","40.3762694368317","550244","0","0","69.0834487744593","0","0","0","0","19.9330005645752","0","21.2000007629395","0","0","35.3289985656738","0","37.867000579834","0"
"Congo, Rep.","COG","2002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.4119987487793","0","0","0","0","0","0","0","0","0","48.9025176344918","1357425","0","0","0","0","0","0","0","18.7339992523193","0","19.9680004119873","0","0","41.2919998168945","0","40.2840003967285","0"
"Comoros","COM","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62.9990005493164","0","0","0","0","0","0","0","0","0","40.7712694539468","171302","0","0","0","0","0","0","0","4.2519998550415","0","4.43900012969971","0","0","11.2720003128052","0","9.9350004196167","0"
"Czech Republic","CZE","1990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.9431648887598","9877908","0","0","0","0","0","0","1.600000023841858","0","1.399999976158142","0","1.399999976158142","0","0","0","0","0"
"Denmark","DNK","1970","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116.1999969482422","139.6399993896484","128.259994506836","87.8600006103516","157.0800018310546","121.900001525879","0","0","0","0","111.866564280854","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Euro area","EMU","1997","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.19251002023116","37.9210083432351","58.745277200494","47.923869038467","39.0435832859727","46.0232548588531","42.5322912115115","44.1170766169612","65.2901817724973","54.2852112202025","41.8997653989533","144171992","10.8914291986393","20.04224340823","67.9452913406266","0","0","0","0","10.0096210637769","0","11.6642097865894","0","27.6869050145959","22.3908785778289","22.3382175323453","24.7867898136888","24.7825291926292"
"Finland","FIN","1992","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.2649998664856","56.1520004272461","61.9710006713867","59.0219993591309","47.9230003356934","56.5750007629395","52.3440017700195","62.1479988098145","71.504997253418","66.7639999389648","47.0258021889995","2536684","0","0","86.9142034780566","0","0","0","0","13.3190002441406","0","11.5900001525879","0","0","25.9479999542236","0","24.4850006103516","0"
"Croatia","HRV","1991","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.5919990539551","0","0","0","40.9799995422363","49.3300018310547","45.2299995422363","46.1199989318848","68.5699996948242","56.7400016784668","42.6093310563851","2091103","0","0","67.2597333194476","0","0","0","11.1700000762939","11.1190004348755","11.1199998855591","11.1400003433228","0","38.560001373291","42.0449981689453","41.5400009155273","40.6870002746582","40.2200012207031"
"IDA & IBRD total","IBT","2003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.8639142277784","0","0","0","0","0","0","0","0","0","39.0039675043687","2379540422","0","0","0","0","0","0","0","5.75409443676988","0","6.05173894104728","0","0","12.8751790783248","0","13.6579028285609","0"
"IDA blend","IDB","2011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43.5254425815578","0","0","0","0","0","0","0","0","0","36.7288578790067","160884626","0","0","0","0","0","0","14.3308508595944","3.38542332502637","9.03039854992759","4.13410612427456","10.2491910557411","0","7.52030439673382","0","8.54801255427574","0"
"Indonesia","IDN","1982","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.3899993896484","84.1399993896484","63.6800003051758","0","0","0","45.9300003051758","86.3600006103516","65.5500030517578","0","0","0","0","53.1843445814779","0","0","0","3.35999989509583","0","2.5699999332428","0","2.84999990463257","0","0","0","0","0"
"India","IND","2011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.7066605151603","17.2699576951908","23.1127609213026","18.1495127340095","13.2192196670565","26.556218325384","5.31270267935734","62.875","0","0","0","0","0","0","0","0","0","24.5640867232791","473683611","0","0","0","0","0","0","0","3.2739999294281","0","3.52900004386902","0","0","9.88500022888184","0","10.2519998550415","0"
"Iceland","ISL","1975","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60.0299987792969","74.0500030517578","67.25","38.2599983215332","82.5199966430664","60.4900016784668","0","0","0","0","46.3645175447883","0","0","0","0","0","0","0","0.699999988079071","0","0","0","0","0"
"Italy","ITA","2004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.16000008583069","34.5222015380859","58.0141983032227","45.7733993530273","31.9454002380371","41.4294013977051","36.7067985534668","38.4524002075195","61.8975982666016","49.6811981201172","39.9838824705256","24562077","9.89000034332275","19.5300006866455","62.1226045668196","18.7000007629395","13.8599996566772","16.2700004577637","10.2208995819092","6.28599977493286","6.27379989624023","7.86999988555908","7.86560010910034","28.9171009063721","20.9839992523193","21.021900177002","24.4080009460449","24.4433994293213"
"Jordan","JOR","2011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.22099995613098","11.6000003814697","55.9000015258789","34","0","0","0","14.6999998092651","62.7999992370605","39","18.122043034229","1969502","0","0","23.4076432927568","0","0","0","21.2000007629395","10.9589996337891","11","12.8999996185303","12.8999996185303","0","27.2600002288818","0","31.576000213623","0"
"Japan","JPN","2011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.71199989318848","46.2779998779297","67.7129974365234","56.6339988708496","43.2709999084473","41.882999420166","42.560001373291","48.257999420166","71.1460037231445","59.3160018920898","41.7603772079661","65970611","0","0","67.8295292704785","0","0","0","4.14099979400635","4.83900022506714","4.79699993133545","4.55000019073486","4.52099990844727","7.08699989318848","9.40499973297119","8.91499996185303","8.33899974822998","8.00800037384033"
"Kiribati","KIR","1979","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.8000001907349","0","6","0","8","0","0","0","0","0"
"Korea, Rep.","KOR","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.88199996948242","47.7999992370605","70.0999984741211","58.7000007629395","30.3999996185303","20.2000007629395","25.5","49.4000015258789","73","61","40.9637801152834","25262256","8.28999996185303","12.0200004577637","67.6712349669574","0","0","0","3.29999995231628","3.98200011253357","4","3.72000002861023","3.70000004768372","9","10.6770000457764","11.1999998092651","9.7180004119873","9.80000019073486"
"Liberia","LBR","1983","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.8999996185303","0","0","0","0","0"
"Lithuania","LTU","1995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.4750003814697","0","0","0","0","0","0","0","0","0","46.9862420106164","1753890","0","0","0","0","0","0","8.10000038146973","19.1709995269775","6.59999990463257","17.5400009155273","0","0","32.9169998168945","0","31.4810009002686","0"
"Middle income","MIC","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.4972435142383","0","0","0","0","0","0","0","0","0","37.4214621212251","2466520175","0","0","0","0","0","0","0","4.86805968739168","0","5.12425886559924","0","0","12.3089505562122","0","13.0123555049234","0"
"Namibia","NAM","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.25","0","0","0","0","0","0","0","0","0","49.5420779947836","989579","0","0","0","0","0","0","0","21.8159999847412","0","23.3349990844727","0","0","38.4389991760254","0","45.5320014953613","0"
"New Caledonia","NCL","2002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.95499992370605","0","0","0","0","0","0","0","0","0","45.9380038735653","104813","0","0","0","0","0","0","0","14.3009996414185","0","15.3219995498657","0","0","37.3779983520508","0","38.7309989929199","0"
"Qatar","QAT","2009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0109999999403954","48.189998626709","95.9100036621094","87.4400024414063","32.0200004577637","83","71.0199966430664","49.1300010681152","96.0400009155273","87.7200012207031","12.0772963403066","1168076","0.419999986886978","0.469999998807907","51.1557690543213","30.7199993133545","2.85999989509583","9.39999961853027","1.91999995708466","0.122000001370907","0.140000000596046","0.310000002384186","0.310000002384186","7.03999996185303","0.46000000834465","0.5","1.18599998950958","1.20000004768372"
"Singapore","SGP","1982","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.0200004577637","85.1999969482422","66.0999984741211","61.9099998474121","68.1399993896484","65.0899963378906","45.2099990844727","81.5299987792969","63.3600006103516","0","0","0","0","55.4519805732574","0","0","0","1.99000000953674","0","1.23000001907349","0","1.5","4.6399998664856","0","4.34999990463257","0","4.48999977111816"
"Sierra Leone","SLE","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59.7690010070801","0","0","0","0","0","0","0","0","0","50.1768923967615","2472407","0","0","0","0","0","0","0","5.42799997329712","0","4.59800004959106","0","0","14.3450002670288","0","9.34099960327148","0"
"Serbia","SRB","2009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.9710006713867","33.975700378418","49.1411018371582","41.1977996826172","24.5063991546631","32.9780006408691","28.9132995605469","41.3634986877441","57.6682014465332","49.1282005310059","43.8119163636121","3145473","7.34000015258789","8.85000038146973","71.7267014579847","21.6580009460449","21.5746994018555","21.6147003173828","17.8607006072998","14.7930002212524","14.7864999771118","16.1000003814697","16.1422004699707","44.9327011108398","37.1069984436035","39.3004989624023","39.5940017700195","41.5909996032715"
"Sub-Saharan Africa","SSF","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57.2771772152296","0","0","0","0","0","0","0","0","0","46.6098339644987","391031672","0","0","0","0","0","0","0","5.86998793220482","0","6.78137756818737","0","0","11.3818315070972","0","12.7649414716994","0"
"Small states","SST","1993","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31.7577488519429","0","0","0","0","0","0","0","0","0","39.584131533777","10079965","0","0","0","0","0","0","0","11.2570083938782","0","13.5576686701835","0","0","23.0776625963617","0","26.1076818525009","0"
"Sao Tome and Principe","STP","2009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.9829998016357","0","0","0","0","0","0","0","0","0","35.3357990332503","54616","0","0","0","0","0","0","0","10.3699998855591","0","15.0950002670288","0","0","17.30299949646","0","22.67799949646","0"
"Turkmenistan","TKM","1996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.0890007019043","0","0","0","0","0","0","0","0","0","42.21305239582","1643070","0","0","0","0","0","0","0","3.92400002479553","0","4.04099988937378","0","0","6.98699998855591","0","7.68400001525879","0"
"Uzbekistan","UZB","1992","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38.818000793457","0","0","0","0","0","0","0","0","0","41.5054926352428","7920424","0","0","0","0","0","0","0.300000011920929","6.22499990463257","0.200000002980232","6.31300020217896","0.200000002980232","0","11.1079998016357","0","11.6599998474121","0"
"Venezuela, RB","VEN","1979","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.0299987792969","25.5699996948242","62.4500007629395","44.0999984741211","29.8600006103516","80.8300018310547","55.1300010681152","0","0","0","0","36.9417294741165","0","0","0","4.13000011444092","0","6.44999980926514","0","5.80999994277954","0","0","0","0","0"
"Virgin Islands (U.S.)","VIR","1991","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.32599997520447","0","0","0","0","0","0","0","0","0","47.2881151495658","49744","0","0","0","0","0","0","0","7.19700002670288","0","8.4399995803833","2.79999995231628","0","15.7379999160767","0","18.9810009002686","0"
"Virgin Islands (U.S.)","VIR","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.870000004768372","0","0","0","0","0","0","0","0","0","50.1174703435526","51928","0","0","0","0","0","0","0","6.59800004959106","0","7.13299989700317","0","0","15.2180004119873","0","16.761999130249","0"
"Malawi","MWI","1990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102.0025438997078","7913834","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Puerto Rico","PRI","1982","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.1800003051758","38.9900016784668","29.1100006103516","22.0300006866455","43.189998626709","32.5","28.3099994659424","59.1800003051758","42.9099998474121","0","0","0","0","47.8371059816748","0","0","0","13.4799995422363","0","23.3299999237061","0","0","29.0200004577637","0","43.7999992370605","0","38.7400016784668"
"Angola","AGO","2007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.1030006408691","0","0","0","0","0","0","0","0","0","49.9121484687386","8590630","0","0","0","0","0","0","0","15.4750003814697","0","16.8040008544922","0","0","37.148998260498","0","39.1640014648438","0"
